title,published_date,duration_seconds,log_views,log_likes,log_comments
"PONNIE x SƠN TÙNG M-TP | HƠN CẢ SỐ 1","2024-08-11 00:00:00",61,7.062662631429222,4.71174819471113,3.6483600109809315
"SƠN TÙNG M-TP | 7-MINUTE STAGE | ĐỪNG LÀM TRÁI TIM ANH ĐAU","2024-06-22 00:00:00",738,6.6050853647445,4.94361321343754,3.7000977046130537
"SƠN TÙNG M-TP | ĐỪNG LÀM TRÁI TIM ANH ĐAU | BEHIND THE SCENES","2024-06-15 00:00:00",508,6.411152841042862,4.814500638415482,3.417471693203293
"LA LA LA LA #DLTTAD DANCE 🧩🎧♥️","2024-06-14 00:00:00",51,5.862465323567787,4.577652619865689,2.902546779313991
"ĐỪNG LÀM TRÁI TIM ANH ĐAU | DANCE CHALLENGE 🧩🎧🔥","2024-06-09 00:00:00",38,6.393010340996373,4.995893939468424,3.1458177144918276
"SƠN TÙNG M-TP | ĐỪNG LÀM TRÁI TIM ANH ĐAU | OFFICIAL MUSIC VIDEO","2024-06-08 00:00:00",326,8.193890127300326,6.146594031730305,5.399893408533827
"Main Poster: ĐỪNG LÀM TRÁI TIM ANH ĐAU ❤️‍🩹","2024-05-31 00:00:00",10,5.650140379896752,4.248953615495708,2.507855871695831
"SƠN TÙNG M-TP | ĐỪNG LÀM TRÁI TIM ANH ĐAU | OFFICIAL TEASER","2024-05-29 00:00:00",22,6.24871559411726,4.858747677123267,3.762078087334639
"ĐỪNG LÀM TRÁI TIM ANH ĐAU ❤️‍🩹 -coming soon- #DLTTAD 💍 #SonTungMTP","2024-05-25 00:00:00",10,5.989703823442908,4.530340596857957,2.8609366207000937
"… 👀 #DLTTAD 💍","2024-05-22 00:00:00",17,5.726537316459256,4.1503879773252805,2.401400540781544
"SƠN TÙNG M-TP | 7-MINUTE STAGE | CHÚNG TA CỦA TƯƠNG LAI","2024-03-23 00:00:00",461,6.677072971549779,4.992703705617888,3.979457318097848
"SƠN TÙNG M-TP | CHÚNG TA CỦA TƯƠNG LAI | BEHIND THE SCENES","2024-03-15 00:00:00",499,6.0532824755220265,4.677260108577043,3.3881012015705165
"ĐÃ BẢO ĐỪNG BẬT NỮA ...!","2024-03-08 00:00:00",47,6.210900400200936,4.8962174720976535,3.1283992687178066
"SƠN TÙNG M-TP | CHÚNG TA CỦA TƯƠNG LAI | OFFICIAL MUSIC VIDEO","2024-03-07 00:00:00",277,7.925470786303483,5.961632256978477,5.431354113063266
"ACOUSTIC DEMO | CHÚNG TA CỦA TƯƠNG LAI","2024-03-04 00:00:00",52,5.963490328164533,4.651035594521069,2.893206753059848
"SƠN TÙNG M-TP | CHÚNG TA CỦA TƯƠNG LAI | OFFICIAL TEASER","2024-03-01 00:00:00",37,6.140315679007308,4.825049436074272,3.7763379096201755
"MB x JCB x SƠN TÙNG M-TP | BE THE SKY","2024-01-18 00:00:00",65,6.553745073778992,5.020125008602962,3.8421722293856155
"SƠN TÙNG M-TP x BOMATELA | CÓ CHẮC YÊU LÀ ĐÂY (REMIX) | SHOW RECAP","2023-09-29 00:00:00",227,6.227679787247529,4.597377025474375,3.2605483726369795
"SƠN TÙNG M-TP x BOMATELA | NƠI NÀY CÓ ANH (REMIX) | OFFICIAL VISUALIZER","2023-09-20 00:00:00",215,6.121819424143314,4.582835765290584,3.383815365980431
"SƠN TÙNG M-TP x BOMATELA | MUỘN RỒI MÀ SAO CÒN (REMIX) | OFFICIAL VISUALIZER","2023-09-08 00:00:00",448,6.2581732927208895,4.8051745049723475,3.7193312869837265
"SON TUNG M-TP | MAKING MY WAY | OFFICIAL VISUALIZER","2023-05-04 00:00:00",258,7.708807428641708,5.922801206457873,5.061460018856499
"Don't forget to pre-save ! (link in the description) 👉🏼👉🏼👉🏼✨✨✨","2023-04-29 00:00:00",55,6.092169885229962,4.679827481710019,2.785329835010767
"Use this sound to show your love for MAKING MY WAY !! ♥️♥️♥️","2023-04-27 00:00:00",24,6.3123637752151005,4.832432265740381,3.0718820073061255
"DELI x SƠN TÙNG M-TP | KIẾN TẠO BẢN SẮC","2023-03-03 00:00:00",61,5.718282410300488,4.431251154695155,2.9708116108725178
"SKY DECADE | DREAMS IN THE SKY | ĐIỆN BIÊN  #2","2022-10-27 00:00:00",12,5.890174457361454,4.424914289123989,2.3324384599156054
"SKY DECADE | DREAMS IN THE SKY | ĐIỆN BIÊN  #1","2022-10-27 00:00:00",10,6.159581027879031,4.636387585813156,2.4871383754771865
"SKY DECADE | DREAMS IN THE SKY | THÁI BÌNH #2","2022-10-25 00:00:00",10,6.639290215536123,5.110724354380905,2.8825245379548803
"SKY DECADE | DREAMS IN THE SKY | THÁI BÌNH #1","2022-10-25 00:00:00",14,6.066727229300338,4.634336177110813,2.45484486000851
"SKY DECADE | DREAMS IN THE SKY | TUYÊN QUANG #3","2022-10-24 00:00:00",11,5.460945928064749,4.10809123558122,2.0086001717619175
"SKY DECADE | DREAMS IN THE SKY | TUYÊN QUANG #2","2022-10-24 00:00:00",11,5.86588476542476,4.437147838560457,2.459392487759231
"SKY DECADE | DREAMS IN THE SKY | TUYÊN QUANG #1","2022-10-24 00:00:00",11,5.5465957132570365,4.196728722623287,2.1271047983648077
"SKY DECADE | DREAMS IN THE SKY | THUỴ AN #3","2022-10-23 00:00:00",11,5.497279432347579,4.142295588289763,2.1172712956557644
"SKY DECADE | DREAMS IN THE SKY | THUỴ AN #2","2022-10-23 00:00:00",11,5.8228131552528035,4.418682374955734,2.416640507338281
"SKY DECADE | DREAMS IN THE SKY | THUỴ AN #1","2022-10-23 00:00:00",16,5.5784718769589645,4.352799742563313,2.4424797690644486
"SKY DECADE | THE SECOND GIFT | SKY TOUR MOVIE | TRAILER","2022-10-11 00:00:00",132,6.0964848912834855,4.783367523477168,3.372175286115064
